URL,PullNo,Participants,CommitHash,Analysis
https://github.com/tiangolo/fastapi,97,2,aa0bca7bb2dc544f8480e9b2a4dab02ed369b9e6,"[{""ccn"": 24, ""avg_ccn"": 1.5, ""avg_loc"": 15.4375, ""avg_tokens"": 87.75, ""num_funs"": 16, ""loc"": 433, ""tokens"": 2295, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/applications.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 276, ""tokens"": 2263, ""ext"": ""py"", ""blanks"": 99, ""comments"": 9, ""file_path"": ""fastapi/openapi/models.py""}, {""ccn"": 15, ""avg_ccn"": 1.6666666666666667, ""avg_loc"": 6.444444444444445, ""avg_tokens"": 46.22222222222222, ""num_funs"": 9, ""loc"": 248, ""tokens"": 1569, ""ext"": ""py"", ""blanks"": 21, ""comments"": 1, ""file_path"": ""fastapi/openapi/utils.py""}, {""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 93.5, ""num_funs"": 16, ""loc"": 630, ""tokens"": 3289, ""ext"": ""py"", ""blanks"": 23, ""comments"": 1, ""file_path"": ""fastapi/routing.py""}, {""ccn"": 4, ""avg_ccn"": 1.3333333333333333, ""avg_loc"": 2.0, ""avg_tokens"": 22.666666666666668, ""num_funs"": 3, ""loc"": 51, ""tokens"": 332, ""ext"": ""py"", ""blanks"": 9, ""comments"": 0, ""file_path"": ""fastapi/utils.py""}]"
https://github.com/tiangolo/fastapi,97,2,3984e9b8ac437f063ff5c14f320cca3faf551258,"[{""ccn"": 15, ""avg_ccn"": 1.0, ""avg_loc"": 3.8666666666666667, ""avg_tokens"": 25.8, ""num_funs"": 15, ""loc"": 552, ""tokens"": 1780, ""ext"": ""py"", ""blanks"": 42, ""comments"": 1, ""file_path"": ""tests/test_additional_responses.py""}]"
https://github.com/tiangolo/fastapi,97,2,c6d28c8209bed6bd4a3914d3cb38a655a60521ab,"[{""ccn"": 24, ""avg_ccn"": 1.5, ""avg_loc"": 15.4375, ""avg_tokens"": 89.8125, ""num_funs"": 16, ""loc"": 433, ""tokens"": 2328, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/applications.py""}, {""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 95.75, ""num_funs"": 16, ""loc"": 630, ""tokens"": 3325, ""ext"": ""py"", ""blanks"": 23, ""comments"": 1, ""file_path"": ""fastapi/routing.py""}]"
https://github.com/tiangolo/fastapi,97,2,84a300ef842bc41b4955973a280366952097fd32,"[{""ccn"": 24, ""avg_ccn"": 1.5, ""avg_loc"": 15.4375, ""avg_tokens"": 89.8125, ""num_funs"": 16, ""loc"": 435, ""tokens"": 2327, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/applications.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 269, ""tokens"": 2261, ""ext"": ""py"", ""blanks"": 99, ""comments"": 9, ""file_path"": ""fastapi/openapi/models.py""}, {""ccn"": 15, ""avg_ccn"": 1.6666666666666667, ""avg_loc"": 6.444444444444445, ""avg_tokens"": 46.22222222222222, ""num_funs"": 9, ""loc"": 246, ""tokens"": 1566, ""ext"": ""py"", ""blanks"": 21, ""comments"": 1, ""file_path"": ""fastapi/openapi/utils.py""}, {""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 95.75, ""num_funs"": 16, ""loc"": 631, ""tokens"": 3322, ""ext"": ""py"", ""blanks"": 23, ""comments"": 1, ""file_path"": ""fastapi/routing.py""}, {""ccn"": 4, ""avg_ccn"": 1.3333333333333333, ""avg_loc"": 2.0, ""avg_tokens"": 22.666666666666668, ""num_funs"": 3, ""loc"": 49, ""tokens"": 331, ""ext"": ""py"", ""blanks"": 9, ""comments"": 0, ""file_path"": ""fastapi/utils.py""}, {""ccn"": 15, ""avg_ccn"": 1.0, ""avg_loc"": 3.066666666666667, ""avg_tokens"": 25.8, ""num_funs"": 15, ""loc"": 413, ""tokens"": 1771, ""ext"": ""py"", ""blanks"": 44, ""comments"": 1, ""file_path"": ""tests/test_additional_responses.py""}]"
https://github.com/tiangolo/fastapi,97,2,95679ca5e66a115f088cf87383510f9596ecdfe0,"[{""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 269, ""tokens"": 2261, ""ext"": ""py"", ""blanks"": 99, ""comments"": 9, ""file_path"": ""fastapi/openapi/models.py""}, {""ccn"": 15, ""avg_ccn"": 1.6666666666666667, ""avg_loc"": 6.444444444444445, ""avg_tokens"": 46.22222222222222, ""num_funs"": 9, ""loc"": 246, ""tokens"": 1573, ""ext"": ""py"", ""blanks"": 21, ""comments"": 1, ""file_path"": ""fastapi/openapi/utils.py""}, {""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 95.75, ""num_funs"": 16, ""loc"": 582, ""tokens"": 3110, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/routing.py""}]"
https://github.com/tiangolo/fastapi,97,2,65568065e0488756c37b4a52c0644b005a09773a,"[{""ccn"": 24, ""avg_ccn"": 1.5, ""avg_loc"": 15.4375, ""avg_tokens"": 89.8125, ""num_funs"": 16, ""loc"": 435, ""tokens"": 2325, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/applications.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 269, ""tokens"": 2255, ""ext"": ""py"", ""blanks"": 99, ""comments"": 9, ""file_path"": ""fastapi/openapi/models.py""}, {""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 95.75, ""num_funs"": 16, ""loc"": 578, ""tokens"": 3082, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/routing.py""}]"
https://github.com/tiangolo/fastapi,97,2,25fb4239cc2751b9608e7e92e3b9b42be31a9337,"[{""ccn"": 16, ""avg_ccn"": 1.0, ""avg_loc"": 3.4375, ""avg_tokens"": 27.5, ""num_funs"": 16, ""loc"": 423, ""tokens"": 1827, ""ext"": ""py"", ""blanks"": 48, ""comments"": 1, ""file_path"": ""tests/test_additional_responses.py""}]"
https://github.com/tiangolo/fastapi,97,2,7514ac6fb0233e7f165cf5e7e65c05d5a690cf1b,"[{""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 95.75, ""num_funs"": 16, ""loc"": 561, ""tokens"": 3035, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/routing.py""}, {""ccn"": 16, ""avg_ccn"": 1.0, ""avg_loc"": 3.4375, ""avg_tokens"": 27.5, ""num_funs"": 16, ""loc"": 424, ""tokens"": 1833, ""ext"": ""py"", ""blanks"": 48, ""comments"": 1, ""file_path"": ""tests/test_additional_responses.py""}]"
https://github.com/tiangolo/fastapi,97,2,eda9b28338c79bfd28f008507fe92599ec2ea815,"[{""ccn"": 30, ""avg_ccn"": 1.875, ""avg_loc"": 16.6875, ""avg_tokens"": 95.75, ""num_funs"": 16, ""loc"": 563, ""tokens"": 3037, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/routing.py""}, {""ccn"": 16, ""avg_ccn"": 1.0, ""avg_loc"": 3.4375, ""avg_tokens"": 27.5, ""num_funs"": 16, ""loc"": 423, ""tokens"": 1827, ""ext"": ""py"", ""blanks"": 48, ""comments"": 1, ""file_path"": ""tests/test_additional_responses.py""}]"
https://github.com/tiangolo/fastapi,97,2,2bd775988f77df397aee3a1caf4de90146b7f363,"[{""blanks"": 0, ""comments"": 0, ""loc"": 0, ""ext"": ""png"", ""file_path"": ""docs/img/tutorial/additional-responses/image01.png""}, {""blanks"": 0, ""comments"": 0, ""loc"": 0, ""ext"": ""png"", ""file_path"": ""docs/img/tutorial/bigger-applications/image01.png""}, {""ccn"": 2, ""avg_ccn"": 2.0, ""avg_loc"": 5.0, ""avg_tokens"": 39.0, ""num_funs"": 1, ""loc"": 15, ""tokens"": 104, ""ext"": ""py"", ""blanks"": 8, ""comments"": 0, ""file_path"": ""docs/src/additional_responses/tutorial001.py""}, {""ccn"": 2, ""avg_ccn"": 2.0, ""avg_loc"": 5.0, ""avg_tokens"": 37.0, ""num_funs"": 1, ""loc"": 22, ""tokens"": 104, ""ext"": ""py"", ""blanks"": 6, ""comments"": 0, ""file_path"": ""docs/src/additional_responses/tutorial002.py""}, {""ccn"": 2, ""avg_ccn"": 2.0, ""avg_loc"": 5.0, ""avg_tokens"": 39.0, ""num_funs"": 1, ""loc"": 29, ""tokens"": 139, ""ext"": ""py"", ""blanks"": 8, ""comments"": 0, ""file_path"": ""docs/src/additional_responses/tutorial003.py""}, {""ccn"": 2, ""avg_ccn"": 2.0, ""avg_loc"": 5.0, ""avg_tokens"": 37.0, ""num_funs"": 1, ""loc"": 22, ""tokens"": 130, ""ext"": ""py"", ""blanks"": 8, ""comments"": 0, ""file_path"": ""docs/src/additional_responses/tutorial004.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 10, ""tokens"": 55, ""ext"": ""py"", ""blanks"": 3, ""comments"": 0, ""file_path"": ""docs/src/bigger_applications/app/main.py""}, {""ccn"": 4, ""avg_ccn"": 1.3333333333333333, ""avg_loc"": 2.6666666666666665, ""avg_tokens"": 22.666666666666668, ""num_funs"": 3, ""loc"": 17, ""tokens"": 125, ""ext"": ""py"", ""blanks"": 7, ""comments"": 0, ""file_path"": ""docs/src/bigger_applications/app/routers/items.py""}, {""blanks"": 48, ""comments"": 0, ""loc"": 187, ""ext"": ""md"", ""file_path"": ""docs/tutorial/additional-responses.md""}, {""blanks"": 128, ""comments"": 0, ""loc"": 183, ""ext"": ""md"", ""file_path"": ""docs/tutorial/bigger-applications.md""}, {""ccn"": 25, ""avg_ccn"": 1.5625, ""avg_loc"": 15.4375, ""avg_tokens"": 97.5625, ""num_funs"": 16, ""loc"": 434, ""tokens"": 2473, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/applications.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 256, ""tokens"": 2166, ""ext"": ""py"", ""blanks"": 92, ""comments"": 6, ""file_path"": ""fastapi/openapi/models.py""}, {""ccn"": 15, ""avg_ccn"": 1.6666666666666667, ""avg_loc"": 6.444444444444445, ""avg_tokens"": 46.22222222222222, ""num_funs"": 9, ""loc"": 246, ""tokens"": 1601, ""ext"": ""py"", ""blanks"": 21, ""comments"": 1, ""file_path"": ""fastapi/openapi/utils.py""}, {""ccn"": 31, ""avg_ccn"": 1.9375, ""avg_loc"": 16.6875, ""avg_tokens"": 104.1875, ""num_funs"": 16, ""loc"": 560, ""tokens"": 3175, ""ext"": ""py"", ""blanks"": 23, ""comments"": 0, ""file_path"": ""fastapi/routing.py""}, {""ccn"": 4, ""avg_ccn"": 1.3333333333333333, ""avg_loc"": 2.0, ""avg_tokens"": 22.666666666666668, ""num_funs"": 3, ""loc"": 47, ""tokens"": 314, ""ext"": ""py"", ""blanks"": 9, ""comments"": 0, ""file_path"": ""fastapi/utils.py""}, {""blanks"": 4, ""comments"": 0, ""loc"": 81, ""ext"": ""yml"", ""file_path"": ""mkdocs.yml""}, {""ccn"": 3, ""avg_ccn"": 1.0, ""avg_loc"": 3.3333333333333335, ""avg_tokens"": 22.0, ""num_funs"": 3, ""loc"": 37, ""tokens"": 192, ""ext"": ""py"", ""blanks"": 15, ""comments"": 0, ""file_path"": ""tests/test_additional_response_extra.py""}, {""blanks"": null, ""comments"": null, ""loc"": null, ""ccn"": null, ""avg_ccn"": null, ""avg_loc"": null, ""avg_tokens"": null, ""num_funs"": null, ""tokens"": null, ""file_path"": ""tests/test_additional_responses.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 0, ""tokens"": 0, ""ext"": ""py"", ""blanks"": 0, ""comments"": 0, ""file_path"": ""tests/test_tutorial/test_additional_responses/__init__.py""}, {""ccn"": 3, ""avg_ccn"": 1.0, ""avg_loc"": 4.0, ""avg_tokens"": 30.0, ""num_funs"": 3, ""loc"": 107, ""tokens"": 468, ""ext"": ""py"", ""blanks"": 9, ""comments"": 0, ""file_path"": ""tests/test_tutorial/test_additional_responses/test_tutorial001.py""}, {""ccn"": 3, ""avg_ccn"": 1.0, ""avg_loc"": 5.0, ""avg_tokens"": 36.0, ""num_funs"": 3, ""loc"": 105, ""tokens"": 464, ""ext"": ""py"", ""blanks"": 10, ""comments"": 0, ""file_path"": ""tests/test_tutorial/test_additional_responses/test_tutorial002.py""}, {""ccn"": 3, ""avg_ccn"": 1.0, ""avg_loc"": 4.0, ""avg_tokens"": 30.0, ""num_funs"": 3, ""loc"": 108, ""tokens"": 481, ""ext"": ""py"", ""blanks"": 9, ""comments"": 0, ""file_path"": ""tests/test_tutorial/test_additional_responses/test_tutorial003.py""}, {""ccn"": 3, ""avg_ccn"": 1.0, ""avg_loc"": 5.0, ""avg_tokens"": 36.0, ""num_funs"": 3, ""loc"": 108, ""tokens"": 488, ""ext"": ""py"", ""blanks"": 10, ""comments"": 0, ""file_path"": ""tests/test_tutorial/test_additional_responses/test_tutorial004.py""}, {""ccn"": 3, ""avg_ccn"": 1.0, ""avg_loc"": 4.0, ""avg_tokens"": 31.666666666666668, ""num_funs"": 3, ""loc"": 196, ""tokens"": 863, ""ext"": ""py"", ""blanks"": 9, ""comments"": 0, ""file_path"": ""tests/test_tutorial/test_bigger_applications/test_main.py""}]"
