Repo,PullRequest,Fork,Start_date,End_date,Commits,PR_Start,Commit_Before_PR,Participants,File_Paths,Run_Analysis
https://github.com/keras-team/keras,180,https://github.com/jramapuram/keras,2015-06-01T13:57:07Z,2015-06-03T16:16:55Z,"['e6ae72cad154f4a733cafa427495bf63e8e74861', '9ce20f0b7e0e99dae90d66bc9ddf076a6df22121', '8824bdb910c162b23251401f55e5ac6888ef43d9', '65e4f94e45f32d9cbe99337d74ed9c1ebad3412a', 'b4e2dd8d9e3222b55706ac14459d0d24ed430f5f']",2015-06-01T14:05:44Z,e6ae72cad154f4a733cafa427495bf63e8e74861,5,"['keras/layers/core.py', 'test/test_autoencoder.py']",false
https://github.com/keras-team/keras,188,https://github.com/tdhd/keras,2015-06-03T15:39:11Z,2015-06-16T09:03:30Z,"['a4af21d588f75e244f90e4cfae95ecc47e1e113d', '7bcc4cb257a904074f3581cb5f43ceb68e967a3f', 'a6824931e46c461ae7e62d55de8361f64b0550ff', '206f29ea6e4ef5bf6d389f711bef23dc09f9367d', 'd6eb8a47d7293ed2d81d77e2e855acecd855487d', 'bde147ce3a8356c8362b96df02586c7e907bc82e', 'c0b7044ce68e288e1cd34cadd60cbf4960bc3645', '39f05c34365bf5895e42a3a9a87d5d1e2ecd3c7e', 'eb33c9a18ccabfa1993db45108a15bcfb2ca9f42', 'ffeefb2a1b20acab10f026ef2a63507ccd30cc22', '0a10e209591a0fbcfbc1c53539b6743431d00725', '829b7ab289b0ce2d927dfe79020b0fb1272c14ca', '368ad61236efc708bcaee8d653f14a7e14a956a3', 'ed6e351953da8b1646472f91243e570966a84a91', '8c93ba860a4c9aec572e68b2157a355dc168ba9a', '24d735ecb187361bdaf6bf8eb5d6b368320921a4', '35c2f36759d418f453e25d06bfcb8d7d0bdfeb94', '2165fd03dcbbe1361444c0e61e57553ef767a276']",2015-06-03T15:55:47Z,7bcc4cb257a904074f3581cb5f43ceb68e967a3f,3,"['docs/sources/models.md', 'keras/models.py', 'keras/objectives.py', 'test/test_classweights.py']",true
https://github.com/keras-team/keras,241,https://github.com/phreeza/keras,2015-06-18T08:58:38Z,2015-06-26T21:16:54Z,"['fecedb02cf17cc7b96f01a145d1b69c064f8141e', '31a6ee342b8d609d0765c679a0759acf5c9d1611', 'cf49d59aff3766c2cf78d17a78e2b821db902228', '668eeebdda8bc6a44a480406a524efddf672c19c', 'bd361595be9c17d8c7dde4f4aaac820db2ae5ab3', 'a51d7ae1457f64ce0865421120260aeef5cab68e', 'b0b3ff13b02c82db3f9afe566327bbc2cf061538', '85c915bd7ef4c0889eb323031698d9e344248489', '56e09ad7365ed09caded620f65e44160d6aa02b6', '59e345501e9eb13b6b50f98d2b78a8cc7c453538', '182c82743372306e684002940386c32bffc47442', 'b4c7aded69549b73d4e39775b34846afa9975c72', '867253e5d862365d91a6645b4cc1fe03ad501470', '9083dd088df93663bba51459222adf610a011847', 'c3d90020fc1f93afdd27539553144dc432a31709', '33ca877821dabd4989470ad1d4dbd443a55dd6ab', '7d7085d52361b476db3a36c329d5081ecac82965', 'aaceb11b9e86e67dc291339dc918f0a9b4b9bd13', 'da20a4ccd2cf5d9033358b55589a2f75a83d1dea', '71787762db4f1a9efa0c74799538a2f4630c6dac', '95a363f3d83a2bfd3bb8c6af6006947ec8af8b20']",2015-06-18T12:46:32Z,cf49d59aff3766c2cf78d17a78e2b821db902228,3,"['keras/layers/containers.py', 'keras/layers/core.py', 'keras/models.py', 'keras/optimizers.py', 'keras/regularizers.py', 'test/test_autoencoder.py', 'tests/auto/test_regularizers.py', 'tests/manual/check_activity_reg.py']",true
https://github.com/keras-team/keras,243,https://github.com/tdhd/keras,2015-06-18T15:04:28Z,2015-06-19T19:30:23Z,"['4cfb5d7971694d9aeb7a03d1c7c279d60ff1f1f7', 'b3402f50117f462c66b9d4ce7be699da7900b107', 'c4f0f8b3948eb6e994dda8253df959857a0681f3', '1b9f35f535364c12eea2fe50ba937f1a22d38a70', '824f9f5e80ee96891fc07413eaf2df5f7e5737da']",2015-06-18T15:08:47Z,4cfb5d7971694d9aeb7a03d1c7c279d60ff1f1f7,2,"['docs/sources/models.md', 'keras/models.py', 'test/test_lossweights.py']",true
https://github.com/keras-team/keras,244,https://github.com/wxs/keras,2015-06-18T20:27:30Z,2015-06-26T21:09:25Z,"['a75a31381e1e7acfbc08c22a3b10954b5823d143', '88b0c8e0676ba12b8b376ff5923d03374141a345', '2727198f9433ecc0214e2af531e132fafbdcdcc4', '4cc03dd4efd69251c40bdbc9489266bde199b071', '7f445d9a21185c26beaf56fa8599f2cb5d7d05f2', 'e3695591704a21c6d0d6236c11c1bad7de4e314c', '36676451c951a91dd07b272808cb21b32e931e75', '32c507eaf81063cee449e152459b85a7037614bc', 'bde9ff82320e3a6cd55eb3f6068865c94d1d27f4', 'a8f1a6a11b325375041562e77a7dd59f91d13b22', 'd7a612bb8c88bbd38421fe076b6f296ccd4e599f', '7278db105dc3ae1d4c1e38b497e54c863a7836e3', '981d23a66e3921ff5a3819b9d512f47b6b4f79f0', 'c13154933e35eb34563c8c7d65e7b527fd813a7f', 'a12510ba9742ecc04e877950a7e17f8656061b3c', '83419e644f6fb223701c36a08ff2235566e3d37f', '76328bedd1139681443423a099b0d5953ee38fdf', 'ef4250fc05b23522b356e83ca8368197804923a9', 'a1ab9769ec6ff045a2f8d1dbea26169c27498797', '852f5d977f51ece05dfafff8722bd2cffd7c330a', '3f3a1f0e9bc55630acac3efdafb3c1c9fa719dec', 'e3519221b401eabd5b01b0bc754ea833645feb2a', '2384aa4c97d267b6b01ff662838731c24332ba33', '271e2b7f844c53a1fa3f8448cc7f0d0852005baf', '86a9445ffd5a789b359e49057771332138cc2bfe', '7ef71ec94406ff4029710680474b3aa887999650', '433f56f35d17f890b8a9a2cc087ed43f25133af2', '11e961fdf848808bb63489bd698908d80119910e', '4962f1885797f29754ebcbe25de2384cf1420c71', '62392a4b5e92ad5a6aefbc2d1379c7423437ff07', '1564343c6e40803ffd2b1ce5f55e7329336bac64', 'e1a39b80a966fb5a154fc9b5e455cd7dc36bed35', '31a303c38f42649972755fdacf6f27de62e79000', '4eb8346df5bf0c6b41306dc0df78ae113df4000a', 'ad99af7be7a97407954d00a76fb9d46ce0932dfb', 'd57206dfd9d5896b5be95aff495577e51f0785be']",2015-06-18T20:34:57Z,a75a31381e1e7acfbc08c22a3b10954b5823d143,5,"['.gitignore', 'keras/activations.py', 'keras/layers/core.py', 'keras/layers/embeddings.py', 'keras/layers/recurrent.py', 'keras/models.py', 'keras/objectives.py', 'keras/utils/theano_utils.py', 'tests/__init__.py', 'tests/manual/__init__.py', 'tests/manual/check_masked_recurrent.py']",true
https://github.com/keras-team/keras,276,https://github.com/transcranial/keras,2015-06-24T15:29:28Z,2015-06-25T19:19:34Z,"['c35780557eee7216ce0393049e4b2c4bb68260a8', '6420c59f1bec7f15a391d27013f519c50411a4f1', '11685f68d52266188abc117687493c80a5580718', '93ff2240f329431e77f3e613a8dbfaab911c82e9', '4e78c9e7588fb10ed26349cd036eb3ea2f6bc5f0']",2015-06-24T15:40:25Z,6420c59f1bec7f15a391d27013f519c50411a4f1,4,"['docs/sources/layers/recurrent.md', 'keras/layers/recurrent.py']",true
https://github.com/keras-team/keras,333,https://github.com/Reddine/keras,2015-07-04T14:16:52Z,2015-07-04T20:02:47Z,"['47fd945cf1bf9435ae2009df3338723b438a49b0', '60daee56749bff48f76919675a3481747581a15e', '32f483fe33fc9ff5474067b4a284616def479d8f']",2015-07-04T14:25:04Z,60daee56749bff48f76919675a3481747581a15e,2,"['docs/sources/objectives.md', 'keras/objectives.py']",true
https://github.com/keras-team/keras,416,https://github.com/julienr/keras,2015-07-20T15:01:59Z,2015-07-23T16:22:13Z,"['62a4f29a712ef5b898d4c7793a7125fa991ca05c', '1ad453f6d01d4007662fa63d59508d27bac029d5', 'e1df8ca2b18f4402c1959935c0c87eecab92345f', 'd635a60140c11c64db4ac887bc79396484bb55e3', '896880f84dcf6615fe33123dd1e6fe24bc1a7896']",2015-07-20T15:06:56Z,62a4f29a712ef5b898d4c7793a7125fa991ca05c,4,"['keras/utils/model_utils.py', 'tests/manual/check_model_utils.py']",true
https://github.com/keras-team/keras,451,https://github.com/EderSantana/keras,2015-07-27T16:27:13Z,2015-07-28T14:01:14Z,"['53aaa66994cd6039e5c15566e98a27aa17f2d1d5', 'a79343f5b03407bba225a40e1383f515faee473d', 'f25f894bd9495fcfb8f15460397d74fe64f87acd']",2015-07-27T16:46:17Z,a79343f5b03407bba225a40e1383f515faee473d,4,"['keras/models.py', 'tests/auto/test_loss_masking.py']",true
https://github.com/keras-team/keras,457,https://github.com/kashif/keras,2015-07-28T18:06:21Z,2015-07-29T12:57:18Z,"['eeb56b9e228472ef3d19cdb5e6fe43322953e21a', 'c68aaa21af3f0b065b6017a008c53e92791ed256', '10b767d17ec0fcd3a965e983dbccde7a080b6585', '9c7c52d9080246b9b2c6de37497640187c450b23']",2015-07-28T17:43:50Z,eeb56b9e228472ef3d19cdb5e6fe43322953e21a,2,"['docs/sources/optimizers.md', 'keras/optimizers.py']",true
