Repo,PullRequest,Fork,Start_date,End_date,Commits,PR_Start,Commit_Before_PR,Participants
https://github.com/scikit-learn/scikit-learn,2,https://github.com/agramfort/scikit-learn,2010-09-01T20:20:04Z,2010-09-02T14:08:41Z,"['29ab7332e4787db671e24d788ff8f1cc8c1af6af', 'edc0774e71545a305b64f6763d6ddcf84b15bb46', '2d942d17323de2fcb62272b4ed14b8e1a1456359', 'cfc090ba7a4d54eeb4c323b88d0b8de273ff9aff', 'b44e1c877d29ae43b26f449fff2f2a86ccf36955', '6e708abb61f8221147cb217cd8f6ead3b29d16db', '7d3a01e69e6667c585395fd585cebf644668ff35', '780b92f29c189363e98fd3221f31bcbb610ad4e8', '394fab4c32f73da574694bc9221cfb251efdb61f']",2010-09-01T13:06:00Z,29ab7332e4787db671e24d788ff8f1cc8c1af6af,3
https://github.com/scikit-learn/scikit-learn,14,https://github.com/dubourg/scikit-learn,2010-10-31T23:44:18Z,2010-11-24T18:00:10Z,"['1689be045929405c0f570d1f574d89adc1f0cf37', '08c3a68b1affdae77028195107bbb8752eec1e86', '1b98de4874bc8d4a726eec3c9dc07f4fc5cc8f78', 'cd765529ae44653099ac4e0c5f7caddbae38e58c', '011e0c21df1ce06ae74e954ca554a78de8298f90', '7dcad4a40220768fbbd59f90e21a6bae47b6ecc9', 'e8619daa901e59f0d2e06563f96d39fd08a84715', '6e474fe7dffea57adea8d5fba4677f0c0ccb2b49', 'dd637c2497d3208af0ee5a0171a5074bccbc98d3', 'dbfd17ba792a1374e9201b1dbea2f890aea22744', 'b89c762df8522552ce5f99e963c852804651d74e', '5077393d5fe51baa962f2fd2507cadb47ebfb1ec', 'd81d52dffef9be4f71785aeca22d1c81ee3bc617', '68036a729b4fc8a903c690e31b2f0fd3a7727442', '7efcff49a721872236badb42fc3f822629f9a6a8', 'dc1c7e7eefcf04c01376065c48ba1921e5d6fd22', '264a7897f64c0ad234af5fa467efe7b419a6b36f', '8993f8aa3533f5fe057cf90f95867bdd9b5a0b52', '5233f8ede43db42f31b40f10251348ab781c9daa', '8fbc77076967dac26d1f40d4cdf8e628ae2eb6cf', 'a95fd66b20d81cbf4a02ea895ec4e0ea83db3d6a', '30b89583abb9caee891f38cadb69d37b1cfe6f60', 'b80b6bbd58773e681c0339d3dcbfdc5f5ddaa9a2', 'ea9bce71a7f4cbc00de093e4af9ab726e6806148', 'a51658729d6c5ba449f966ee3001f82c405141c6', '4bc781b54c0ac1598a9ed013b7aab571023bda41', 'd739aa96d451616f4e43d6a590084e82b714173c', 'd2ec8a36d85d7fd821a6f770210fcc0785db4f12', '4d8dff6b11c665e9b206c6a5dfede0faf8781bf7']",2010-10-31T23:02:42Z,1689be045929405c0f570d1f574d89adc1f0cf37,6
https://github.com/scikit-learn/scikit-learn,23,https://github.com/agramfort/scikit-learn,2010-11-27T23:21:05Z,2010-11-30T00:36:03Z,"['c9abe509af6d394127bbf2945a38b0e4508dbdfb', '01e93e749d5d1939b37555ca6eef8a91f0bbf150', '034a5ddd22e6b89d099695f58dfbf6990ba255df', 'c0b4aa41e36ba78185f78020682282e52c080484', '6f54797cf1cfe12fca5b90ef34fcf931d90fb769', 'e86ffc1d954ee3a0d95f3556efa7732a162ef116', '9b4281e34b7af3455263b2fee4b95e78cca642f1', 'dff37525e63291a5e6cc1dc75493d59a0eca09b1', 'eb761614a19cf3faeac05482314ce7144962103b', '46a3108d250c9c468820706202851b87b12072b3']",2010-11-28T18:03:09Z,6f54797cf1cfe12fca5b90ef34fcf931d90fb769,5
https://github.com/scikit-learn/scikit-learn,29,https://github.com/dubourg/scikit-learn,2010-11-29T03:31:22Z,2010-12-12T22:40:13Z,"['f068df4f62aae7febd0d9fc2319c100af4dd17df', '849937980f07070f9cdefc66d0d85513476f5786', 'dbd3a32f23268d63d611b37f00e0956a1c2abfb5', 'cb3326cb641b629f68cfcfa26886e33bac786c3b']",2010-12-09T07:55:35Z,849937980f07070f9cdefc66d0d85513476f5786,3
https://github.com/scikit-learn/scikit-learn,30,https://github.com/ogrisel/scikit-learn,2010-12-10T18:56:33Z,2010-12-12T13:14:10Z,"['25b7bffed1d28b98471315aaf404195435c89dbb', 'd7609b38a7d08bfc317a08bdf5912aeac08e184b', 'b6dfcc05f8c14b1689e03a245b491d49e954934e', '01be9a5f7eec26a10328fe9c5f141266178f1fc4', 'e39f23bd6a59258c427fc7f54ec807423f690c2b', '604e8b7754960d549de682d2d7c3590c18a88252', '0573d9f220f414eb7464f4210837732e66e5b4a5']",2010-12-10T21:16:22Z,b6dfcc05f8c14b1689e03a245b491d49e954934e,3
https://github.com/scikit-learn/scikit-learn,42,https://github.com/jaberg/scikit-learn,2011-01-10T18:10:07Z,2011-01-13T23:26:26Z,"['1cb77993c3f3013b0ceaf87bb3dbead05c33e6fd', '5b9605ee290595e2b7d5b95950b68adfa144a677', 'c182b3776172026783b18059d057ca61e2e35c45', 'd0084d7f3c2ba52a08708adb847299370402f1ba', '5fcbbbf8b75a154175ceb6ac2280b0913b63a356', 'a5af706bce8957011bf4e63da6c6e8be4a57c48e', '1563c3185ce4527671d7b44879e0ec362a1287c1', '73c6024f223231928f9c6acf8a6e8cded81e4a9d', 'e66a033095aa7b4a3d51672abeb8c5a5f79e09fa', '38bd96e207f4a25efc28774d587d7e611de6204d', '9242e46cc45400f855c7350a2d5e8bf5f7e94a39', '21122d713d0fef5f6a8589d40de7bd6127f99ffe', 'c2e17ac1f8635106c764172217048a515eeba4f7', 'e7929e61e8844b476943d4aacb50200f523d43b3', 'eefd4f1126d81031adba33b0570558fb6a78fba9', '8783af1d4293384f6572606c9488282b8e5920f9', '41e4bc8aa1c76ebfef6aad32d8adc9fbf47b384d', '4beecdc340ea863019d5a8873482dfcbe0b010e1', 'fb7632fbe91039b2308d8463b41fc72484753d62']",2011-01-12T03:38:01Z,c2e17ac1f8635106c764172217048a515eeba4f7,4
https://github.com/scikit-learn/scikit-learn,54,https://github.com/agramfort/scikit-learn,2011-01-18T21:17:10Z,2011-01-19T01:57:23Z,"['d085a9b1ef454858c0bac29ed4f05755a7ddabbe', '2ae49bdc17137283474b245e078b07e31f0e9cc8', '2eba6e7a816ee228a06fff7c6c4b0e5319aa789c', 'bb5c923871f6127c684a2b99ae463b7b17a4a80d', '859fc5067b40f266e621d966a0dfa394ec350880']",2011-01-18T22:15:53Z,d085a9b1ef454858c0bac29ed4f05755a7ddabbe,3
https://github.com/scikit-learn/scikit-learn,57,https://github.com/mblondel/scikit-learn,2011-01-18T11:52:46Z,2011-01-28T03:55:08Z,"['4980b6117ad3eb5873834e326fd4d250d7287b08', '2f6bf57c2e960f7c2e235cda24f1910b451294ff', '776d0b791bdfa87c1822fcbd45af0eebadb72748', '56b60f16d63b3d8f4f8b76297e859025c3e5b423', '95817f8495b359c400e51897a2a52ee6d47f6bc4', '5ec3d6f14e4e8e35ff7fab9511121aec78a844cc', '4fa80b60f15a0b3ba04b867b506abb469c39f005', '0f32a960b8155997e58de7d410f05e3168391aed', '919c7895b78afd5a966b39e8dbdb8d3fac354040', 'c545534253e3a673eafca30f05753072e09985da', '635258bb18efd7c4ad2407d0fbde8a014e2b2dae', '854e55c1d45806be7c00ee30f0ea39e4ea5e86ab', '3f5cf5fcca21b3a2fcd0dc566f8d2578b29d9736', 'b6a61176610f81bcb97c25a101dc5c6278139809', '83fd598a409e3aa2c1c6d38e3ec935a2db48ae17', 'f13afc6330cc768f44dea388173c90c3292cbea1', 'e1d81fc344c17691921ad7ff89adfc2dc2b8e3c4', '40543d24362e15036840ec715f6f26d903f0e048', '3520ca24ad033c030894af20904d0f20ec784626', '678458eaca358713bfc3abd4c04b411eda60f4a6', '17d3db554ed7d2064e74cbb99c2814b90b8fea29', '91fdb160d397abba9c1d4ab54e764a9ed60bf7f1', '5ec33a1cdf985dc0e8061ed853574753907621a4', '0429494830bfdd80b0f056b9ed6969b971590286', '09a5462bf4ec90ca53da11d584b33e520ed7cb21', '5f8caaf73288dc6fa04666226583bf38268bd62c', 'a56ec44b79ef0f365871de65bcaea762f18dc34d', 'a230f5bdeb56edc3088a0c7f7222cb9d74a67350', '6827dd2940bddca207e267374346d3ae331bd612', '8ee253a0afe6e04b154f2d31d5bf8d1d8ee0d46c', 'c601344a06320511b80270164d1fd8d7fe27d522', '1b6f1eecb6acb1de45daedbbe4484ed11380bcd4', 'bbc80ae5a5cd2c3660d986adcf825ce06dedc69e', '29581fa8eba599d0f78fe614ef9b15bb0406514b', '5e5a6485f51e972cd304baf185f1362cbd3f6685', '6e9e1c77c815394a9ec8e6d4fd678edfc44d055a', '50e8a9a0e28f91a46e9936dc2866daca5e57f623', 'dffe8c46a3d9a465a1bbe34de2d4749de5416a70', '2e7932c464a9fbdaaf8782ca34f6b60735131561', '33a1e3c16adef970d07787c597621350dcc32859', 'a942f8752557a0e706ae08a48f1b705fe26dc71d', '166debdcd2a496fc5f7ddf6e4000c1b77431f090', '328642aad71f0d8ba5d76c0361bff3018aba831b', 'b09ffd75087cabc288ed8a7f061cfb8e26f4e151']",2011-01-20T08:52:38Z,3520ca24ad033c030894af20904d0f20ec784626,5
https://github.com/scikit-learn/scikit-learn,85,https://github.com/ogrisel/scikit-learn,2011-02-27T10:52:10Z,2011-02-27T19:06:22Z,"['5c7ea3641181405599a12620cb9248512419aad6', '6c4ecf3fb86d15810ed3a7c93ae91bde8119d346', '1dab34167e10bda286e2c10a5725e08b810496a6', '15ea0416410d30e7388379bfa6dde7968aa3aeb5', '827731e4503d6e1b0dca0ccc7396154fb49370bb']",2011-02-21T10:21:06Z,5c7ea3641181405599a12620cb9248512419aad6,2
https://github.com/scikit-learn/scikit-learn,86,https://github.com/agramfort/scikit-learn,2011-02-24T21:59:49Z,2011-04-01T15:21:46Z,"['8c6ece869b3c78cbab3926c8e70f92c2b75a5b74', '3498fb542ceaafc47666a3f5293c50ee00235601', '749b13e83e5792331b87f60f9dfc51f9e9342d94', '5c9df2cefc714bfcf6a665a30d0ca676e1d1520b', 'a3bc7eafcfac13f8037a1453762c59eeef75b094', '40379010cb75daa4294eaac27fa627eb47296656', '06fffc7234af042d79878a65ceee8288cb5f6386', '4463a831b3d02a1bfb91a26f2d225a5fa8c42e4e', '7d6b8b1dad7080e196aeffd2781fe5076588547f', '3c9113d0b2c4f62cde33cd50f013001daf111402', '46ce94bc15174d54a269dbd23ec0696edbfd2751']",2011-02-22T02:28:15Z,8c6ece869b3c78cbab3926c8e70f92c2b75a5b74,3
https://github.com/scikit-learn/scikit-learn,92,https://github.com/ogrisel/scikit-learn,2011-02-27T01:05:02Z,2011-03-03T18:07:55Z,"['323a4235539c96fa7cdee3c0580ee52f5f989e6c', '7e65409bf2aca3d65eca3962f2471e7f38c32fce', 'a7a64316278775cf00536abea03e90678d7068fe', 'dd6103e8ef032a30e3435d23bcc6b6fc979b333e', 'f0a054b5ecc788d949248e6feac93bc9f9507200', '5b806ea408c975965be2cbe7cbbcdea2a660486a', '123c0f8c11fe273295b5f304c094e96a986c6f0e', 'adc953323cbb41b90f3aa695ca5d6bc676f9bc26', '642dc8faa0c2338c89116efad048eb2c59e4959d', '69c7ed532368cc9dfcd96f14e807ed64a58045f2', '0bb99fb92dbb01f581898871e1a9a8cd2e888fad', '36eb56d65766a61a1ee3076436af117cf1773a3b', '1f710cf17f4c9132e633edfaa271fff3ce938cca', '0c7a5c3a3838bff5aa86ae7e0f34651d1e52586b', '1721c048e47422487a5445ff16270d0e067276ee', 'a8e76cc1338b83ec64395b310546372ef15a3012', '31524830274af245c412be650c371a7878427f04', '317df23fd802fe9640dd35aeba897a834526a2dc', 'cbb435559d93e55513bd52dffdbc89a8bc0519f7', '27acf9100de9f5f8784a731e43f629bfe78f4d05', '68d9939cf18eb64326679ce98c10e10058180745']",2011-02-28T10:47:53Z,0c7a5c3a3838bff5aa86ae7e0f34651d1e52586b,2
https://github.com/scikit-learn/scikit-learn,102,https://github.com/vincentschut/scikit-learn,2011-03-09T13:53:00Z,2011-03-09T14:35:14Z,"['f17ebac1b33e45fecb8f20e28418154f00c7adcb', '33ee23f252429368fce37a2f2b7d55a31dff1257', 'b1d326a01e8814f6c16caf2c600f7dcb776542aa', '910c5195f902cb7167a626de86060603210b6489']",2011-03-09T14:07:55Z,33ee23f252429368fce37a2f2b7d55a31dff1257,3
https://github.com/scikit-learn/scikit-learn,103,https://github.com/mblondel/scikit-learn,2011-03-11T12:58:34Z,2011-04-04T06:04:37Z,"['11edf6864126af42209664a45f8c4e6f956f671d', 'd244e49928c32ca16ce359f684602d9a96096166', 'cc921d8f06b4484c719e1f61c39e2ecad16ed4b8', '82185f198f1770395e15ef1ad3208afdbd148afa', '4bab78908e5de459651183306ee64ddbd90f69ae', '4c03d2169328524db483ea5528c8bd78e7cedb48', '5020fbd26fd6dd81f011f93cd96b27ccc1ab1c29', 'f577304006aaff073e940f5b7305567fd0098fec', 'd47d236624880635018fd605f977ba94f0429d2a']",2011-03-11T13:33:06Z,cc921d8f06b4484c719e1f61c39e2ecad16ed4b8,6
https://github.com/scikit-learn/scikit-learn,106,https://github.com/pprett/scikit-learn,2011-03-15T15:29:49Z,2011-03-21T19:11:45Z,"['618a1b52e7ef7f4d7a94c4e71b6f18e3536d279f', 'dfa75da35d2781a14e13ed3290d655a81299a1d4', 'bc16f01e240153d73456e04ebb97ae28db7e4e8e', '3e9a383af669280d5edbb88377d864c8fc8711d8', '3db9bbef5c995f71e51a896f196ed73ecf99baaa', 'bf4268d3dfd832c97522aecf29ed4a44064140bb']",2011-03-21T07:10:27Z,3e9a383af669280d5edbb88377d864c8fc8711d8,2
https://github.com/scikit-learn/scikit-learn,112,https://github.com/mblondel/scikit-learn,2011-04-01T12:36:43Z,2011-04-04T14:45:15Z,"['af84a630229da070e9f46333fd73917650ae248c', '61a39cd46accce0f1f5b9dd20827e33689deabb5', '9556b550ebebaf6f94e85dfc7d0a403d6729fbad', 'cac1865228f59e220fce12bce87f93ac8445ccdf', '677f25504b347bc0de4cdc045b8da5a4eb808501', '22a251b3ae1e29934755c3d6a2adf574e6ffdb5e', '416a4a2ead9e7f7f51663a8f509ec888f0943c40', 'bae0826c850a8b79cdc40f5d53dc5f8d262e3276', '9913182aec2246a1a5d98760d7e90f8ace987a5f', 'ab506f1141de4e50a78e6a0afc75162d55c23da6', 'a20a85e3a7a8d0301103408f3c28e8fca6cbd315', '8d4e32ab5a10faaeddc0fe0312ab3ebd4c1b1757', '5954ffaf633f68e30f359fc3e1004be929519b50', '97c4d207478926b1180b1a2215d66ca78346be1b']",2011-04-01T11:10:50Z,af84a630229da070e9f46333fd73917650ae248c,4
https://github.com/scikit-learn/scikit-learn,123,https://github.com/vene/scikit-learn,2010-11-30T16:16:48Z,2011-04-02T23:32:27Z,"['1d69a72305b2672d6b3cc50401510ad325f8955a', '6699ab2fe744aade3557221d4e93fa602c11d245', '0f51919df9c7aeeb3d022cda28012d8952492f5c', 'c6822e3e1adcc4ebe909adc7e26469a0e8c4e2a2', '2073d9b3460bf18aac9d4e18efb11786a452e8f0', '621f00c7dcb1e96679ccaf8bce71ca9f6fd6d4d9', '3b0a75b84d066388189c8440c389539d736f6b0c', '40ac5441518d5f7db67fbe6d7f5badfe53077cb9', '170af3f74910c72e89982c4b80531c6392e860de', 'e05b7958bf3644f0ce92fffe8b84ccabeb632fc3', '75217f786e0b54d5b0488ee0de82cf0a0b864ed2', '491ba872dec64ad7f63bbf8f2d4fe24c8c2cff73', '0cfdc039e15623f3d2639811678405e06aba7f04', 'ce2e0eff6a8f26324d68ba6b9a73be76dc7bb00d', '1c04b54339c43c7cbcc1a708dc04b8fcd08dedfd', '30f8d4e3d66fca9892c8cd8de6e4a0c5bd4080b0', 'd62f1ab551aa79c31d01007c1a552a188b185658', 'e0704078076354d69c804d5449048d6d9a09fd07', '1d8e3f2bbeb59f6c67d93b6c94b7bc3752393a4e', '345715e8e5a3f93171baf34d5c220443067878c8', '47663e1d4264ad66600f8467064af8c2077c943e', 'c2088bc077584104de89e2e1c67dd5038aa544aa', '0e98d9a5f7a76c51c73b51a22db3431e1bdebe8d', 'f86395a3e0f5a465368225825f09800646850d3b', '04969311c2b1a2f717b6f71fb57072dba68d12a5', 'a998e62e8687d0d480f2752b2d5a6cc7fd45378b', '321fc8b5860b54e032efe14b7df17e3f09c07dd5', '6009beb2f86c0100dfe9eb323b50492116c5e2c4', '62b7144aef2cd030a7be971497be340eee367476', '00ba725b42db5a216fb152b2588d3bb4d149ed95', '5f32ef339d6a0f6110815c163fb77c90a30b226b', 'c6cfce44b21d2f56cb0a14566cd411b68c052987', 'acc13eddd8aa00c852e1780b020beacb17a44bb1', '54283ad7750692dfb8ebdea57ce68b2dc428ceb8', 'ebe22cdd885103c99808d2b9c13a21c872753207', '2b5d9bafdf738711e4db33c8b13cd15acf11c2e1', '26d809d953be020956dd648e4dcf79bd2ed68959', 'e290c85567b26cb899e883fc70ed4876b1e3f0f9', '0decf0206c537adb41f673e1e0ad6cc93fde14e6', 'ec08e4cbcbea71a93424a22763c1895ce318de78', '73e31ba011f9ca5a312c1a7ea25c7606ceb2ff73', 'd7144b89e99c7eb18ebad7fd3a3afcbb95e085f5', '189b15e349b4a427108931e4f2732154055a9961', '1a95f212b6de1b081439d271d8703d6f083576c2', '14823e37cd3b50678fb6be190594481cbb5567b2', 'd5919d8b813ec496b1dd17561739a5f5e98e2d06', '0e0b9171e86477a6b01db1768fb9412ae74a12e8', 'dae788218db72389dabcd824d35cd9abbdd8be9c', 'afd1d555d70a9916a366db0165f82609f46705b3', '79a8b97a75cbdbde0817f1d7bd1fd49b83b42a09', '2f127747095b645e3cae8d07d6a1edd8f81f3ebb', '9013e2844a1c2ab50dd8e96efb330963ddac1cc5', 'd0f69c2a587ee1d06a69c31b98976c3463105143', 'dafb32e7b4c718154df4edf58031f2fee2252cd6', 'e3ea05057926190ce663c5d9a1721375210e47cc', '4b27ddd46b4a21bf8112940eaa407c33425ba0ef', '48b0c627a64cd317589ff489a49942decaed4ab9', 'b61cc5f6b45703a9ec9d77587d4667a3ed19b2f9', '1a0c5b666ce1c734ed335f2cc5e2385da623d384', '75a57350dc09f0b9bd242c119a0c9699c210917e', '9f8238710fa9d31a9800a3cc03a1d4db2649e205', 'eaced83ac7276e11adb53324032ef8b4d2a58954', 'd98a159a0158a3fe41b769a0ea45d1788de4c1b0', '7f4d42b44c806bf8911a6ecfe26461d6ad804d3e', '56ca515eb836777b7b4cc8f4337d4cc6e55fee6e', 'dcd19755845b7986c368605cace7dbcea156fb28', '491861a1985c4bf3fb207a447248bc0b3206e326', '3364960c2fb271c7c795f1be190cc6efb51f29b1', '8868aaa2fcc06997f758be243b57653678a3445e', '4628b4f83f6a2f154f60de17ed2361f8cbbb4af5', '0b8aa442b16f4d0ec27efc63f380090eef8f6b6d']",2011-04-01T20:17:33Z,73e31ba011f9ca5a312c1a7ea25c7606ceb2ff73,7
https://github.com/scikit-learn/scikit-learn,128,https://github.com/VirgileFritsch/scikit-learn,2011-04-01T12:51:34Z,2011-04-26T15:50:13Z,"['b9a4154f14503cf2d4d4da4fb6aaa1b85c6064f3', 'fbe83f831ec84cbfc4d280f1ec609c6b86e723a7', 'f88f3e1f97770b8978a7643c2d3bc5c004814b93', 'c6b22847b91ae36d473f805b2fc933961ded830e', '8ddde2fb053000d3a2d31898d66101d0d02fe344', '39d65f2cbab543847f88ec7345c659fc3726eb6f', 'fa43d48d5f93579c6145197f463cbaa75e984f20', 'fcca0760fa87c90fb04e505609795c064a258776', '3568d2065a404d345e9fd966ff753f6800c05ca2', '2828888ad869e39967a050136ce0d624f5b00cec', '3600482558f66cfa273b76c8c1ffafd7d8f96459']",2011-04-04T13:45:22Z,c6b22847b91ae36d473f805b2fc933961ded830e,4
