URL,PullNo,Participants,CCN,LOC,Tokens,Functions
https://github.com/scikit-learn/scikit-learn,273,6,-0.04117598176976433,-0.31584013233981545,-2.013460089239836,-0.6842105263157895
https://github.com/scikit-learn/scikit-learn,277,2,0.6027288188002474,0.6177102659245517,4.766176805650494,-0.42857142857142855
https://github.com/scikit-learn/scikit-learn,278,4,0.20303030303030312,0.4287878787878787,3.1499999999999986,-1.0
https://github.com/scikit-learn/scikit-learn,280,5,0.0,0.2999999999999998,4.1499999999999915,0.0
https://github.com/scikit-learn/scikit-learn,282,7,0.025256769374416427,-0.40261437908496733,-3.7162231559290393,-0.47058823529411764
https://github.com/scikit-learn/scikit-learn,287,3,0.0,0.0,0.0,0
https://github.com/scikit-learn/scikit-learn,292,4,0.0,-0.09999999999999964,0.0,0.0
https://github.com/scikit-learn/scikit-learn,293,7,0.047985347985348,0.15186480186480175,1.4568348318348312,-1.0769230769230769
https://github.com/scikit-learn/scikit-learn,297,6,-0.14511703961464725,-0.3418956995512018,-3.8878613080168116,-0.2727272727272727
https://github.com/scikit-learn/scikit-learn,299,4,-0.10587121212121206,-0.24223484848484841,-3.251704545454537,-0.5
https://github.com/scikit-learn/scikit-learn,302,3,0.07707711885301397,0.5267438539721149,5.944525604404121,-0.3
https://github.com/scikit-learn/scikit-learn,303,3,-0.1111111111111111,-1.4444444444444429,-10.8888888888889,0
https://github.com/scikit-learn/scikit-learn,304,6,0.6021441303794246,1.935265924551639,17.10801005250585,1.3714285714285714
https://github.com/scikit-learn/scikit-learn,311,5,0.0,0.0,-0.08695652173912904,0.0
https://github.com/scikit-learn/scikit-learn,313,7,0.1360294117647059,0.624142156862745,5.862622549019609,-0.3125
https://github.com/scikit-learn/scikit-learn,317,4,-0.023076923076923085,0.12030650721827187,2.223775048480929,0.0
https://github.com/scikit-learn/scikit-learn,320,5,-0.006666666666666667,0.2904093567251462,1.3696101364522424,0.0
https://github.com/scikit-learn/scikit-learn,340,7,-0.03496503496503493,-0.16083916083916114,-1.1491841491841466,0.0
