URL,PullNo,Participants,CCN,Quality,Num_Vulns
https://github.com/scikit-learn/scikit-learn,14,6,-0.0003174603174602,0.27,-67.0
https://github.com/scikit-learn/scikit-learn,23,5,0.3333333333333334,0.0,0.0
https://github.com/scikit-learn/scikit-learn,29,3,0.1217532467532466,0.48,0.0
https://github.com/scikit-learn/scikit-learn,30,3,-0.0059523809523809,0.0100000000000002,0.0
https://github.com/scikit-learn/scikit-learn,42,4,0.0468614718614718,-0.0099999999999997,0.0
https://github.com/scikit-learn/scikit-learn,54,3,0.0,0.02,0.0
https://github.com/scikit-learn/scikit-learn,57,5,-0.0114177489177489,0.08,-1.0
https://github.com/scikit-learn/scikit-learn,85,2,0.0,0.0,0.0
https://github.com/scikit-learn/scikit-learn,86,3,-0.4277777777777778,0.0099999999999997,-1.0
https://github.com/scikit-learn/scikit-learn,92,2,-0.125,0.0199999999999995,0.0
